"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Guatemala","GTM","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53","","","2.63","","2.8","","2.797453","","2.476327","","2.41","","","","2.6","","","",
"Guam","GUM","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.05","","","2.27","","2.33","","2.459132","","2.667018","","2.36","","","","2.4","","","",
"Revenu élevé","HIC","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.38607843137255","","","3.41888888888889","","3.41471698113207","","3.47538538888889","","3.506640375","","3.42589285714286","","","","3.525","","","",
"Chine, RAS de Hong Kong","HKG","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","3.88","","4.12","","3.826763","","4.069103","","3.92","","","","4","","","",
"Honduras","HND","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","2.78","","2.53","","2.607427","","2.462812","","2.6","","","","2.9","","","",
"Pays pauvres très endettés (PPTE)","HPC","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28138888888889","","","2.40470588235294","","2.388125","","2.41567837837838","","2.40625119444444","","2.41542857142857","","","","2.42916666666667","","","",
"Croatie","HRV","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71","","","2.77","","3.16","","3.052949","","3.160829","","3.1","","","","3.3","","","",
"Haïti","HTI","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21","","","2.59","","2.03","","2.269601","","1.716096","","2.11","","","","2.1","","","",
"Hongrie","HUN","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15","","","2.99","","3.17","","3.464438","","3.428968","","3.42","","","","3.2","","","",
"BIRD seulement","IBD","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.61924528301887","","","2.76368421052632","","2.81431034482759","","2.83754173684211","","2.75520366101695","","2.77155172413793","","","","2.86111111111111","","","",
"BIRD et IDA","IBT","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43559633027523","","","2.60081818181818","","2.622","","2.63636264347826","","2.58694207017544","","2.60491228070175","","","","2.69255319148936","","","",
"IDA totale","IDA","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26178571428571","","","2.42566037735849","","2.4075","","2.43865215517241","","2.40644327272727","","2.43232142857143","","","","2.465","","","",
"IDA mélange","IDB","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.32555555555555","","","2.52333333333333","","2.486","","2.529118","","2.5327187","","2.515","","","","2.4875","","","",
"Indonésie","IDN","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.01","","","2.76","","2.94","","3.081806","","2.984537","","3.15","","","","3","","","",
"IDA seulement","IDX","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.24957446808511","","","2.40568181818182","","2.38880952380952","","2.41980510416667","","2.37838206666667","","2.41434782608696","","","","2.459375","","","",
"Île de Man","IMN","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Inde","IND","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.07","","","3.12","","3.08","","3.080137","","3.420043","","3.18","","","","3.4","","","",
"Non classifié","INX","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlande","IRL","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.91","","","3.89","","3.52","","3.868014","","3.794886","","3.51","","","","3.6","","","",
"Iran, République islamique d’","IRN","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51","","","2.57","","2.49","","","","2.601254","","2.85","","","","2.3","","","",
"Iraq","IRQ","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11","","2.16","","2.29784","","2.149902","","2.18","","","","2.4","","","",
"Islande","ISL","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","","3.39","","3.391863","","3.345605","","3.23","","","","3.6","","","",
"Israël","ISR","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21","","","3.41","","","","3.260446","","3.66033","","3.31","","","","3.6","","","",
"Italie","ITA","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.58","","","3.64","","3.67","","3.691076","","3.755414","","3.74","","","","3.7","","","",
"Jamaïque","JAM","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25","","","2.53","","2.42","","2.842494","","2.400214","","2.52","","","","2.5","","","",
"Jordanie","JOR","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89","","","2.74","","2.56","","2.873924","","2.956611","","2.69","","","","","","","",
"Japon","JPN","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.02","","","3.97","","3.93","","3.914618","","3.970464","","4.03","","","","3.9","","","",
"Kazakhstan","KAZ","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.12","","","2.83","","2.69","","2.69942","","2.751998","","2.81","","","","2.7","","","",
"Kenya","KEN","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.52","","","2.59","","2.43","","2.812079","","3.331295","","2.81","","","","","","","",
"République kirghize","KGZ","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35","","","2.62","","2.35","","2.209336","","2.15593","","2.55","","","","2.3","","","",
"Cambodge","KHM","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","2.37","","2.56","","2.741407","","2.80059","","2.58","","","","2.4","","","",
"Kiribati","KIR","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saint-Kitts-et-Nevis","KNA","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corée, République de","KOR","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52","","","3.64","","3.7","","3.666238","","3.717126","","3.61","","","","3.8","","","",
"Koweït","KWT","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99","","","3.28","","2.83","","3.0113","","3.151619","","2.86","","","","3.2","","","",
"Amérique latine et Caraïbes (hors revenu élevé)","LAC","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53933333333333","","","2.72375","","2.67866666666667","","2.7300971875","","2.595515","","2.644","","","","2.65625","","","",
"République démocratique populaire lao","LAO","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25","","","2.46","","2.5","","2.389703","","2.067254","","2.7","","","","2.4","","","",
"Liban","LBN","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37","","","3.34","","2.58","","2.725805","","2.717255","","2.72","","","","","","","",
"Libéria","LBR","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.31","","","2.38","","2.45","","2.62","","2.203914","","2.23","","","","2.4","","","",
"Libye","LBY","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33","","2.28","","2.496979","","2.264495","","2.11","","","","1.9","","","",
"Sainte-Lucie","LCA","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Amérique latine et Caraïbes","LCN","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.56952380952381","","","2.74130434782609","","2.70818181818182","","2.76907182608696","","2.664341375","","2.66434782608696","","","","2.692","","","",
"Pays les moins avancés: classement de l’ONU","LDC","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23615384615385","","","2.37885714285714","","2.35484848484848","","2.39611481578947","","2.38803922222222","","2.38648648648649","","","","2.42083333333333","","","",
"Faible revenu","LIC","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18761904761905","","","2.3185","","2.37944444444444","","2.33442066666667","","2.37477942105263","","2.34863636363636","","","","2.37333333333333","","","",
"Liechtenstein","LIE","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","2.29","","2.75","","2.695239","","","","2.6","","","","2.8","","","",
"Revenu intermédiaire, tranche inférieure","LMC","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37977272727273","","","2.57435897435897","","2.53121951219512","","2.5607136744186","","2.50865944186046","","2.54292682926829","","","","2.63103448275862","","","",
"Revenu faible et intermédiaire","LMY","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4059793814433","","","2.57111111111111","","2.58939393939394","","2.596270375","","2.55153624509804","","2.56815533980583","","","","2.65","","","",
"Lesotho","LSO","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","","","","","2.24","","2.372849","","2.025983","","2.28","","","","","","","",
"de dividende tardif démographique","LTE","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.69297297297297","","","2.89585365853659","","2.88142857142857","","2.945706125","","2.90023404878049","","2.89372093023256","","","","3.01025641025641","","","",
"Lituanie","LTU","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.78","","","3.13","","2.95","","3.178416","","3.631688","","3.02","","","","3.4","","","",
"Luxembourg","LUX","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54","","","3.98","","3.82","","3.946726","","4.219409","","3.63","","","","3.6","","","",
"Lettonie","LVA","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.02","","","3.25","","2.78","","3.402789","","3.327107","","2.81","","","","3.5","","","",
"Région administrative spéciale de Macao, Chine","MAC","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saint-Martin (fr)","MAF","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maroc","MAR","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38","","","","","3.03","","","","2.665994","","2.54","","","","","","","",
"Monaco","MCO","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.31","","","2.57","","2.33","","2.653311","","2.614269","","2.46","","","","2.5","","","",
"Madagascar","MDG","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.24","","","2.66","","2.72","","2.382349","","2.154639","","2.39","","","","2.3","","","",
"Maldives","MDV","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","2.55","","2.747544","","2.513077","","2.67","","","","","","","",
"Moyen-Orient, Afrique du Nord, Afghanistan et Pakistan","MEA","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.60473684210526","","","2.8047619047619","","2.77571428571429","","2.77704995","","2.85329133333333","","2.72954545454545","","","","2.88823529411765","","","",
"Mexique","MEX","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.87","","","3.05","","3.06","","3.128319","","3.114031","","3.05","","","","2.9","","","",
"Îles Marshall","MHL","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Revenu intermédiaire","MIC","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46631578947368","","","2.63506329113924","","2.63604938271605","","2.6625215060241","","2.59199865060241","","2.62777777777778","","","","2.71194029850746","","","",
"Macédoine du Nord","MKD","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43","","","2.77","","2.56","","2.499137","","2.510262","","2.7","","","","3.1","","","",
"Mali","MLI","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","","","2.27","","","","2.495227","","2.503073","","2.59","","","","2.6","","","",
"Malte","MLT","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.82","","3.16","","3.106275","","3.069256","","2.81","","","","3.3","","","",
"Myanmar","MMR","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.86","","","2.33","","2.37","","2.249909","","2.458571","","2.3","","","","","","","",
"Afrique du Nord et Moyen-Orient (hors revenu élevé)","MNA","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29083333333333","","","2.56769230769231","","2.57714285714286","","2.49005366666667","","2.52247761538462","","2.46428571428571","","","","2.36666666666667","","","",
"Monténégro","MNE","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43","","2.45","","2.87552","","2.380016","","2.75","","","","2.8","","","",
"Mongolie","MNG","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08","","","2.25","","2.25","","2.355608","","2.506056","","2.37","","","","2.5","","","",
"Mariannes","MNP","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","","","2.29","","","","2.228925","","2.684105","","","","","","","","","",
"Mauritanie","MRT","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.63","","","","","2.4","","2.228909","","1.866001","","2.33","","","","2.3","","","",
"Maurice","MUS","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.13","","","2.72","","2.82","","2.514919","","","","2.73","","","","2.5","","","",
"Malawi","MWI","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.42","","","","","2.81","","2.813029","","","","2.59","","","","","","","",
"Malaisie","MYS","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.48","","","3.44","","3.49","","3.590425","","3.426307","","3.22","","","","3.6","","","",
"Amérique du Nord","NAC","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88","","","3.865","","3.89","","3.8866615","","3.9614395","","3.81","","","","3.9","","","",
"Namibie","NAM","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.16","","","2.02","","2.65","","2.657883","","2.744745","","","","","","2.9","","","",
"Nouvelle-Calédonie","NCL","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.97","","","2.54","","2.69","","2.393399","","2.561951","","2.07","","","","","","","",
"Nigéria","NGA","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","2.59","","2.45","","2.808778","","2.62809","","2.53","","","","2.6","","","",
"Nicaragua","NIC","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21","","","2.54","","","","2.653283","","2.531062","","","","","","2.5","","","",
"Pays-Bas","NLD","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.18","","","4.07","","4.02","","4.047782","","4.18753","","4.02","","","","4.1","","","",
"Norvège","NOR","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81","","","3.93","","3.68","","3.958243","","3.732163","","3.7","","","","3.7","","","",
"Népal","NPL","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14","","","2.2","","2.04","","2.587906","","2.376783","","2.51","","","","","","","",
"Nauru","NRU","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nouvelle-Zélande","NZL","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75","","","3.65","","3.42","","3.643892","","3.388","","3.88","","","","3.6","","","",
"Pays membres de l'OCDE","OED","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.49621621621622","","","3.55","","3.51540540540541","","3.59425986842105","","3.64776884210526","","3.58105263157895","","","","3.63421052631579","","","",
"Oman","OMN","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.92","","","2.84","","2.89","","2.995026","","3.234308","","3.2","","","","3.3","","","",
"Autres petits états","OSS","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.39375","","","2.708","","2.67363636363636","","2.77805881818182","","2.73543136363636","","2.78083333333333","","","","3.025","","","",
"Pakistan","PAK","Indice de performance logistique : performance globale (1=faible et 5=élevée)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.62","","","2.53","","2.83","","2.825426","","2.923219","","2.42","","","","","","","",
